Platform,Video ID,Video URL,Title,Description,Upload Date,Views,Likes,Comments,Engagement Rate (%),Like-to-View Ratio (%),Comment-to-View Ratio (%),Duration (sec),Transcript,Hook Type,CTA Type,Script Framework Type,Title Sentiment
YouTube,CF5D4_hVMnM,https://www.youtube.com/watch?v=CF5D4_hVMnM,English Wali Mam Or Pt.Sir 😂❤️ #shorts #comedy #teratrigun #ptsir #englishteacher,English Wali Mam Or Pt.Sir 😂❤️ #shorts #comedy #teratrigun #ptsir #englishteacher,2025-07-11T09:07:24Z,7172166,133027,578,1.86,1.85,0.01,86,N/A,general,none,general,0.0
YouTube,if0eJFwmyQk,https://www.youtube.com/watch?v=if0eJFwmyQk,Qizla qale chiqipti😅😅😅😅 (part 1) #shortsfeed #shorts,,2025-04-15T11:29:45Z,9726486,55627,454,0.58,0.57,0.0,13,N/A,general,none,general,0.0
YouTube,fWkXRHw0uW0,https://www.youtube.com/watch?v=fWkXRHw0uW0,SIAPA YANG JIDATNYA KAYAK GINI ??? 🤣 | Klara Tania #shorts,,2024-08-10T09:06:01Z,5780945,173169,246,3.0,3.0,0.0,16,N/A,general,none,general,0.0
YouTube,-utgCi_FYWo,https://www.youtube.com/watch?v=-utgCi_FYWo,Were all the World Wars Pre Planned ? 🤯💀 | Kuldeep Singhaniaa #shorts,Disclaimer - “This content is based on a widely debated theory. No verified historical evidence confirms the existence of the Albert Pike letter.”,2025-06-23T18:30:55Z,7358358,338538,3683,4.65,4.6,0.05,86,N/A,general,none,general,0.0
YouTube,H8Oo-cxutfk,https://www.youtube.com/watch?v=H8Oo-cxutfk,3 ERRORES NO NOTASTE del Juego del Calamar 3🤣 #shorts,"Los errores que nadie notó de squid game 3.

#shorts #juegodelcalamar #squidgame #squidgame2 #netflix  #curiosidades #squidgame3",2025-07-09T23:17:50Z,8413188,206280,525,2.46,2.45,0.01,39,N/A,general,none,general,0.0
YouTube,3Pxw0tAErus,https://www.youtube.com/watch?v=3Pxw0tAErus,Teachers ki shapath 👩‍🏫 #shorts #ytshorts #sejalgabashorts #teacherlife,Teachers ki shapath 👩‍🏫,2025-07-02T08:31:57Z,6750421,103695,357,1.54,1.54,0.01,45,N/A,general,none,general,0.0
YouTube,5WTISdnMeUE,https://www.youtube.com/watch?v=5WTISdnMeUE,PREGUIÇA DE LAVAR A LOUÇA! #shorts,"Meu espetáculo: https://www.enaldinho.com.br

O conteúdo deste e de todos os vídeos do canal tem como principal intuito o entretenimento. Não repita ou reproduza este conteúdo, seja em ambientes públicos ou privados. O conteúdo visa exclusivamente gerar entretenimento.

CANAL DA ELO TEAM: https://www.youtube.com/results?search_query=elo+team

Seja membro deste canal e ganhe benefícios:
https://www.youtube.com/channel/UC2bYhAHyaqfWlPXWBVk4BcA/join

COMPRE SEU LIVRÃO DO ZAP: http://bit.ly/livrosdoenaldinho

MINHA LOJA:  http://lolja.com.br/enaldinho

INSTA: @Enaldinho ou www.instagram.com/enaldinho/

★ Siga nas redes sociais:

Twitter: https://twitter.com/Enaldinho1

Face: https://www.facebook.com/enaldo.lopes.1

Segundo canal: https://goo.gl/oA3ErZ  

★ REDES SOCIAIS INTEGRANTES ELO:

LUÍS: https://www.youtube.com/channel/UCLDyrS9G_SPjSUU3BIAsS2g

TIAGO:
Youtube: https://www.youtube.com/channel/UC7R498nEgxhervYSG8iRDbA

GUILHERME
Youtube: https://www.youtube.com/channel/UCUIXGDcq5BMwTGdavU0V8-g

BIEL
Youtube: https://www.youtube.com/user/zvisiongamer

BRENNER
Youtube: https://www.youtube.com/channel/UC7dN8lVhi2FPM9eZbMDrepw

VINI
Youtube:
https://www.youtube.com/@EoViniOficial

NICOLAS
Youtube:
https://www.youtube.com/channel/UCW6_V5qKt6XYv-lST3xZ0nQ

EDIÇÃO, REVISÃO E POSTAGEM: Marcelinho Fernandes
- Instagram: @Marcelinho_fe",2025-01-15T22:00:06Z,4955482,148940,805,3.02,3.01,0.02,25,N/A,general,none,general,0.0
YouTube,PiI2mQkm5rQ,https://www.youtube.com/watch?v=PiI2mQkm5rQ,video lucu monyet #shorts #funny,,2023-11-01T00:49:45Z,10399383,58783,116,0.57,0.57,0.0,10,N/A,general,none,general,0.25
YouTube,eB78WKHNPds,https://www.youtube.com/watch?v=eB78WKHNPds,"김부선이 또 ""이재명, 내 집에서…"" / 채널A #shorts","#김부선 #이재명 #최민희 #채널A #뉴스A ○ 기사 보기

▶채널A뉴스 구독
https://www.youtube.com/tvchanews?sub_confirmation=1

[채널A 뉴스·시사 프로그램｜유튜브 라이브 방송시간]

〈평일〉
08시 00분 라디오쇼 정치시그널 (유튜브 라이브)
08시 50분 김진의 돌직구 쇼
10시 20분 김진의 더라방 (유튜브 라이브)
12시 00분 뉴스A 라이브
15시 50분 강력한 4팀
17시 20분 뉴스TOP10
19시 00분 뉴스A

〈주말〉
12시 00분 토요랭킹쇼·뉴스A 라이브
17시 40분 뉴스TOP10
19시 00분 뉴스A

# # #채널A뉴스 

▷ 홈페이지 http://www.ichannela.com/news/main/news_main.do
▷ 페이스북 https://www.facebook.com/channelanews
▷ 카카오스토리 https://story.kakao.com/ch/channelanews",2024-01-29T04:05:08Z,4974424,51380,6555,1.16,1.03,0.13,36,N/A,general,none,general,0.0
YouTube,qswuxOC7T-c,https://www.youtube.com/watch?v=qswuxOC7T-c,Secret Mug Tray 😳☕️🤩 #shorts #khamitovy #martaandrustam,"Secret Mug Tray 😳☕️🤩

#comedy #tiktok #viral #funny #lifehacks #secret #mug #tray
 
Don’t forget to turn on notifications, like, & subscribe!
https://smarturl.it/Khamitovy",2025-07-11T13:01:44Z,9281283,51061,16,0.55,0.55,0.0,24,N/A,general,none,general,-0.4
YouTube,UJocThDEsAQ,https://www.youtube.com/watch?v=UJocThDEsAQ,Prince Harry Collapses In Tears Upon Receiving King Charles’s Final Statement #shorts #catherine,"Prince Harry Collapses In Tears Upon Receiving King Charles’s Final Statement #shorts #catherine 

In a somber Buckingham Palace library, the British royal family gathered as King Charles’s last will was revealed, shattering expectations. With his health declining, Charles, determined to secure a smooth transition, entrusted Prince William with significant responsibilities

❤️Thanks for watching !!!
👉Please subscribe to my channel to get new update.
#meghan #meghanmarkle #charles #royal #royalshorts #shorts #princeharry",2025-04-29T16:00:51Z,7104716,87075,5193,1.3,1.23,0.07,45,N/A,general,none,general,0.0
YouTube,NPqR6MeKI7U,https://www.youtube.com/watch?v=NPqR6MeKI7U,5 อันดับ นายกรัฐมนตรีที่รวยที่สุดของไทย! #shorts #youtubeshorts #เล่าเรื่อง #นายกรัฐมนตรี,"เคยสงสัยไหมว่า ใครคือ ""นายกรัฐมนตรีที่รวยที่สุด"" ในประวัติศาสตร์ไทย? 
บางคนมาจากสายทหาร บางคนเป็นนักธุรกิจระดับพันล้าน 
แต่ละคนมีทรัพย์สินมหาศาลขนาดไหน!?

ดูให้จบ แล้วมาคอมเมนต์กันว่า ""คุณคิดยังไง""

#shorts 
#youtubeshorts 
#เล่าเรื่อง 
#จัดอันดับ 
#นายกรัฐมนตรี 
#แรงบันดาลใจ 
#คุณรู้หรือไม่ 
#fyp",2025-03-11T11:00:22Z,5909132,69255,978,1.19,1.17,0.02,60,N/A,general,none,general,0.0
YouTube,fz0QorLibUU,https://www.youtube.com/watch?v=fz0QorLibUU,ヒロイン育成計画 踊ってみた #Shorts [MONAMISA],"振り付け: https://youtu.be/jkEsD142qDg?si=AETDu-dh63Uk_q5W

いつも応援ありがとうございます
Thanks for your support as always

公式リンクもチェックしてね
You can check my links ↓↓↓
https://monamisa-official.com/

また、他のSNSアカウントもフォローしてください
Please also follow my other social media accounts ↓↓↓

✶Instagram: https://www.instagram.com/monamisa_official

✶Twitter: http://www.twitter.com/monamisa_zeco

✶Fantia: https://fantia.jp/monamisa",2025-05-15T12:21:57Z,5660015,110349,584,1.96,1.95,0.01,31,N/A,general,none,general,0.0
YouTube,R4RzmyFm4Fc,https://www.youtube.com/watch?v=R4RzmyFm4Fc,ESA Bahana mara h kabhi 😂 #shorts #funny,,2025-03-18T14:03:18Z,5470368,124205,172,2.27,2.27,0.0,58,N/A,general,none,general,0.25
YouTube,Vkx9IjNMYIg,https://www.youtube.com/watch?v=Vkx9IjNMYIg,Ahmedabad plane Crash in Depth Details by Curio ✈️ | #shorts,,2025-06-13T19:12:27Z,5229998,109785,638,2.11,2.1,0.01,57,N/A,general,none,general,0.0
YouTube,mfu1vZ0z1oY,https://www.youtube.com/watch?v=mfu1vZ0z1oY,WAIT for IT.. #asmr #shorts #funny #explore #explorepage,,2025-02-04T22:13:17Z,6451927,74794,3911,1.22,1.16,0.06,11,N/A,general,none,general,0.25
YouTube,WLPiKlgWNeA,https://www.youtube.com/watch?v=WLPiKlgWNeA,Dżaneta i Brajanusz w kuchni 😅 #mili0nerka #rodzina #brajanusz #śmieszne #dżaneta  #shorts,,2023-10-21T15:56:46Z,4613690,141323,273,3.07,3.06,0.01,20,N/A,general,none,general,0.0
YouTube,C6pxIo05NYs,https://www.youtube.com/watch?v=C6pxIo05NYs,ЗЕЛЕНСКИЙ РЫДАЛ после требований США! Украину распилили? #shorts,"⚡️ Shorts

👉🏻 ""Это какой-то грабёж!"" // Что США предложили Украине?

👉🏻 Полное видео смотрите здесь: https://youtu.be/hWIRE9dLBTc

#карнаухов #трамп #украина

Наш сайт: http://www.belta.by/

Подписывайтесь на наши социальные сети: 

БЕЛТА в Telegram: https://t.me/belta_telegramm/ 
БЕЛТА в Facebook: https://www.facebook.com/beltanews/
БЕЛТА в Instagram: https://www.instagram.com/beltanews.official/
БЕЛТА в ВК: https://vk.com/beltanews
БЕЛТА в «Одноклассниках»: https://ok.ru/beltanews",2025-03-24T17:00:13Z,4929214,77936,7942,1.74,1.58,0.16,48,N/A,general,none,general,0.0
YouTube,nhoqFo2ZsOA,https://www.youtube.com/watch?v=nhoqFo2ZsOA,Everyone’s Childhood Dream ❤️😂 #shorts #relatable #funny,,2025-07-10T11:57:04Z,6762630,97869,898,1.46,1.45,0.01,15,N/A,general,none,general,0.25
YouTube,4MB7_YNJvk0,https://www.youtube.com/watch?v=4MB7_YNJvk0,SUBNAUTICA 2 CONTROVERSY #shorts,"Game looks 🔥 though 

#subnautica2 #subnautica #xbox #playstation #gaming #skit #fyp #funny #shorts",2025-07-12T00:32:42Z,6964234,346415,4380,5.04,4.97,0.06,60,N/A,general,none,general,0.0
YouTube,vr2RJv4i2Pk,https://www.youtube.com/watch?v=vr2RJv4i2Pk,美人なのに抱きたくない女性芸能人3選 #芸能人 #雑学 #美女 #女優 #shorts,,2025-04-12T09:01:24Z,6136563,17258,831,0.29,0.28,0.01,58,N/A,general,none,general,0.0
YouTube,WQNKFqGYd4g,https://www.youtube.com/watch?v=WQNKFqGYd4g,GODAAN DARI ANDIN MEMBUAT MAS ALDEBARAN JADI BERSEMANGAT JADINYA BEGINI DEH #shorts,"#andin #aldebaran #ikatancinta #trendingshorts #ngeshortsbareng 
► Kurang update soal berita dan kehidupan selebriti CLICK HERE: https://smarturl.it/STARPROIndonesia
► Mau berteman dengan artis di STARPRO?? CLICK HERE : https://bit.ly/35AJMTV

LIKE, COMMENT, SHARE & SUBCRIBE!

Follow Me:

YOUTUBE:
https://smarturl.it/STARPROIndonesia

TWITTER:
https://twitter.com/officialstarpro?l...

Follow Starpro Indonesia on Instagram:
https://www.instagram.com/starpro_id/...

Follow Starpro Indonesia on Facebook:
https://www.facebook.com/Starpro-Indo...


STARPRO - © Copyright 2020. MNC Infotainment Indonesia.",2023-06-08T07:37:36Z,3494126,41515,267,1.2,1.19,0.01,52,N/A,general,none,general,0.0
YouTube,5d_D36rWDSc,https://www.youtube.com/watch?v=5d_D36rWDSc,Ep.352 กินตามอิโมจิ#ลูกอมกลิ่นผลไม้🤓😆😛😜#emoji2023 #shorts,,2024-10-19T06:05:07Z,3539122,40346,22,1.14,1.14,0.0,49,N/A,general,none,general,0.0
YouTube,BbW9E60rTUE,https://www.youtube.com/watch?v=BbW9E60rTUE,Ghar ka pehla “Jhoomar”😍💕|Miss.Hosiyar|#shorts #vlog #minivlog #454 #homedecor,Ghar ka pehla “Jhoomar”😍💕|Miss.Hosiyar|#shorts #vlog #minivlog #454 #homedecor,2025-07-09T16:30:11Z,5413345,148987,346,2.76,2.75,0.01,66,N/A,general,none,general,0.0
YouTube,m1dl6vvUWpI,https://www.youtube.com/watch?v=m1dl6vvUWpI,GenZ in Office 😭 | #Shorts #Funcho,,2025-07-05T08:15:25Z,4858064,215309,691,4.45,4.43,0.01,99,N/A,general,none,general,0.0
YouTube,nyt5qpoGQfQ,https://www.youtube.com/watch?v=nyt5qpoGQfQ,Badmashi 😱 #shorts #viralvideo #trending,Badmashi 😱 #shorts #viralvideo #trending,2025-07-06T03:32:00Z,6293084,0,12,0.0,0.0,0.0,42,N/A,general,none,general,0.0
YouTube,hyu3lO4xSyg,https://www.youtube.com/watch?v=hyu3lO4xSyg,tom &jerry 🥰 sangeethkumar #shorts #tomandjerry,,2025-07-10T04:30:29Z,6211447,149640,217,2.41,2.41,0.0,60,N/A,general,none,general,0.0
YouTube,PYHobl_TyQg,https://www.youtube.com/watch?v=PYHobl_TyQg,ALTIN MİNECRAFT DONDURMASI ÇIKMIŞ? 😮 #reklamdeğil #shorts,ALTIN MİNECRAFT DONDURMASI ÇIKMIŞ? 😮 #reklamdeğil #shorts,2025-02-20T16:50:00Z,4449772,39000,2156,0.92,0.88,0.05,22,N/A,general,none,general,0.0
YouTube,Dp4rhO1HDNM,https://www.youtube.com/watch?v=Dp4rhO1HDNM,LA TRISTE HISTORIA DE MUJER DE BUENA PASTA #shorts,LA TRISTE HISTORIA DE MUJER DE BUENA PASTA #shorts,2025-05-30T20:00:09Z,4168562,221219,2700,5.37,5.31,0.06,55,N/A,general,none,general,0.0
YouTube,8EFM_q2ma-Q,https://www.youtube.com/watch?v=8EFM_q2ma-Q,Radmiru old moments!  Remix ☺️ #shorts,,2025-07-09T12:47:44Z,6224788,88861,77,1.43,1.43,0.0,19,N/A,general,none,general,0.125
YouTube,7mbuJMkJf-g,https://www.youtube.com/watch?v=7mbuJMkJf-g,Wait for end😂🤣#vaibhu #tappuparmar #marathisong #remix #song #music #shorts #viralshorts,,2025-07-12T08:02:21Z,7476631,38275,43,0.51,0.51,0.0,11,N/A,general,none,general,0.0
YouTube,fZ69c1X_wOA,https://www.youtube.com/watch?v=fZ69c1X_wOA,Khi Người Chơi Squid Game Gặp Phù Thủy Brainrot | Sheep #shorts,"► Đăng ký kênh Sheep: https://www.youtube.com/c/Sheep95
► Đăng ký kênh Sheep Shorts: https://metub.net/sheepshorts
► Đăng ký kênh Sheep Farm: https://metub.net/sheepfarm
► Đăng ký kênh Rút: https://metub.net/rut
---------------------

#sheep #sheepchoigame #sheepfarm #sheepsuutam #sheeptruyenma #metub #metubnetwork 
---------------------
© Bản quyền thuộc về Sheep
© Copyright by Sheep ☞ Do not Reup
""METUB Network - Mạng lưới các nhà sáng tạo nội dung hàng đầu Châu Á""",2025-07-09T10:30:20Z,5353316,41718,54,0.78,0.78,0.0,50,N/A,general,none,general,-0.4
YouTube,MTA4Ym3j5zc,https://www.youtube.com/watch?v=MTA4Ym3j5zc,Mera Apna Ghar 😅 | #shorts | Shorts Break,"Bas itna Care karne wala chahiye.

Follow us on ⚡-
Instagram- https://instagram.com/shortsbreak?
Facebook- https://www.facebook.com/ShortsBreakIndia?

-----------------------------------------------------------
Our Other Channels- 

Square Cut music -
https://www.youtube.com/@SquareCut

Mad For Fun - 
https://youtube.com/@Madforfunofficial

Kay Vishay  -
https://www.youtube.com/@kayvishay

Wait For it  -
https://www.youtube.com/@WaitForIt_Official

Take A Break - 
https://www.youtube.com/@TakeABreakOfficial",2025-07-01T03:29:27Z,6366459,172676,797,2.72,2.71,0.01,21,N/A,general,none,general,0.0
YouTube,5OHenbBgjwU,https://www.youtube.com/watch?v=5OHenbBgjwU,Wife ka Favourite Movie? 🤣 | Husband Vs. Wife | #shorts | Shorts Break,"Iske piche ek raaz ki baat thi.

Follow us on ⚡-
Instagram- https://instagram.com/shortsbreak?
Facebook- https://www.facebook.com/ShortsBreakIndia?

-----------------------------------------------------------
Our Other Channels- 

Square Cut music -
https://www.youtube.com/@SquareCut

Mad For Fun - 
https://youtube.com/@Madforfunofficial

Kay Vishay  -
https://www.youtube.com/@kayvishay

Wait For it  -
https://www.youtube.com/@WaitForIt_Official

Take A Break - 
https://www.youtube.com/@TakeABreakOfficial",2025-07-10T03:30:03Z,5721060,171785,405,3.01,3.0,0.01,58,N/A,general,none,general,0.0
YouTube,3HxRB4K4G4g,https://www.youtube.com/watch?v=3HxRB4K4G4g,Man Goes To The Washroom At Airport #Shorts,,2024-10-09T15:00:02Z,3073790,133609,848,4.37,4.35,0.03,27,N/A,general,none,general,0.0
YouTube,LFLAhlbekHA,https://www.youtube.com/watch?v=LFLAhlbekHA,ainda deixa a pela mais bonita 😍 #shorts,,2025-07-01T21:51:47Z,6645253,98121,4391,1.54,1.48,0.07,10,N/A,general,none,general,0.0
YouTube,xtxmq0n87V0,https://www.youtube.com/watch?v=xtxmq0n87V0,Ela com certeza não esperava por isso! 😯 (@kayladunham via TT) #shorts,,2025-06-27T22:29:06Z,6175813,75455,168,1.22,1.22,0.0,16,N/A,general,none,general,0.0
YouTube,vEocKHkKIVI,https://www.youtube.com/watch?v=vEocKHkKIVI,Lavagem nasal #lavagemnasal #nasoar #nasal #nose #shorts #shortsvideo #trending #infantil #viral,,2023-04-19T17:13:27Z,5570444,46222,0,0.83,0.83,0.0,11,N/A,general,none,general,0.0
YouTube,5ZXbWRPVDZc,https://www.youtube.com/watch?v=5ZXbWRPVDZc,2 Best Pencil for Drawing 😱 ✏️ #shorts,,2025-07-11T09:13:56Z,4891585,55409,196,1.14,1.13,0.0,40,N/A,general,none,general,1.0
YouTube,FsCNjEbG55Q,https://www.youtube.com/watch?v=FsCNjEbG55Q,Do you have a teacher like this? 😭 #Shorts,,2025-07-04T19:38:41Z,5942602,174568,1657,2.97,2.94,0.03,16,N/A,general,none,general,0.0
YouTube,mMMbc2h-ADo,https://www.youtube.com/watch?v=mMMbc2h-ADo,NIAT MAKAN ESKRIM NYA SEGINI DOANG TAPI KOK JADI..? #shorts,#steravideo #mukbang #asmr,2025-07-11T10:02:50Z,5326536,28961,58,0.54,0.54,0.0,23,N/A,general,none,general,0.0
YouTube,s5a2PR1f1Mw,https://www.youtube.com/watch?v=s5a2PR1f1Mw,La bouteille MAGIQUE 🙂💧 J’AI TESTÉ POUR VOUS ! #shorts  #funny #relatable #wtf,,2025-05-14T16:54:16Z,5192875,0,1289,0.02,0.0,0.02,22,N/A,general,none,general,-0.125
YouTube,sLMhdcVgb_E,https://www.youtube.com/watch?v=sLMhdcVgb_E,Canım Kardeşimi Su Altında Kalmaktan Kurtardım! 😱🥰 #shorts,"Canım Kardeşimi Su Altında Kalmaktan Kurtardım! 😱🥰 #shorts

#shorts #keşfet #youtubeshorts",2025-06-03T09:33:21Z,5450722,0,56,0.0,0.0,0.0,16,N/A,general,none,general,0.0
YouTube,FWPzJ4uoiHY,https://www.youtube.com/watch?v=FWPzJ4uoiHY,A wax candy set would cost this much💰 #shorts #candy,,2025-06-21T19:44:45Z,3973622,138328,2255,3.54,3.48,0.06,46,N/A,general,none,general,0.0
YouTube,S5OFP2nklP0,https://www.youtube.com/watch?v=S5OFP2nklP0,Yendha oru vishayathayum  plan panni pannanum😂🤣 #shorts #funny #comedy,,2025-06-07T13:43:00Z,4878741,56802,32,1.16,1.16,0.0,30,N/A,general,none,general,0.25
YouTube,EdU6VKWoUKg,https://www.youtube.com/watch?v=EdU6VKWoUKg,What Kalyug Looks Like ☠️🤯 | Kuldeep Singhaniaa #shorts,,2025-07-11T18:34:18Z,4999119,134893,1215,2.72,2.7,0.02,35,N/A,general,none,general,0.0
YouTube,9YtKfW3Pihs,https://www.youtube.com/watch?v=9YtKfW3Pihs,Tenía que hacer parte 2 😂🩴 #shorts,"#FedericoMillan #Humor #Colombia
--
🗣️ Suscríbete a mi canal:
👉🏽 YouTube: https://bit.ly/3G5QuFr
--
⚙️🚀 Mis redes sociales:
 
👉🏽 https://www.facebook.com/federicomillanv
👉🏽 https://www.instagram.com/federicomil...
👉🏽 https://www.tiktok.com/@federico_millan

#Humor #HumorColombiano #Comedia #TikTok #ViralColombia #FedericoMillan #Vimuvi #comedy #reels #viral #foryou #parati #mama #mom",2024-04-09T18:00:03Z,2648238,177420,708,6.73,6.7,0.03,33,N/A,general,none,general,0.0
YouTube,FU3Uy2qI6vg,https://www.youtube.com/watch?v=FU3Uy2qI6vg,ÇOCUKKEN YEDİĞİMİZ DONDURMA? #shorts,"eskiden hep danoneyi dondurup böyle yerdik, 2010 yılında gibi hissettim resmen, beni izleyen kücük kardeslerim bilmiyorsa bu videodan görüp denesin tadı cok guzel.",2025-07-01T10:38:39Z,4420367,55708,3265,1.33,1.26,0.07,37,N/A,general,none,general,0.0
YouTube,01CAibCiGqI,https://www.youtube.com/watch?v=01CAibCiGqI,The Ghost 😳🤪 #shorts #trendingshorts #thebnbrothers,The Ghost 😳🤪 #shorts #trendingshorts #thebnbrothers,2025-07-11T08:37:00Z,5133886,0,0,0.0,0.0,0.0,19,N/A,general,none,general,0.0
YouTube,3spNHFwbXtw,https://www.youtube.com/watch?v=3spNHFwbXtw,Wait for it… #funny #couple #love #shorts #short #prank #relationship #relatable #school,,2024-11-28T16:56:36Z,3496763,77821,248,2.23,2.23,0.01,11,N/A,general,none,general,0.25
YouTube,9V9Q7_bQm5E,https://www.youtube.com/watch?v=9V9Q7_bQm5E,POCOYO NO TIENE MIEDO #shorts #minecraft  #smilingcritters #sprunki #poppyplaytime4,Suscribete!!!!,2025-07-10T19:21:13Z,4881073,80391,273,1.65,1.65,0.01,30,N/A,general,none,general,0.0
YouTube,LVhKD73TiXg,https://www.youtube.com/watch?v=LVhKD73TiXg,DOENTE #shorts,"Vozes: Feh Dubs
Original: @TheLandofBoggs                                 

Redes Sociais:
Instagram: https://www.instagram.com/feh.dubs/
TikTok: https://www.tiktok.com/@feh.dubs
Discord: https://discord.com/invite/fehdubs
Twitter: https://twitter.com/fehdubs
Kwai: @feh.dubs

#shorts",2025-07-01T22:00:32Z,5333207,121302,287,2.28,2.27,0.01,19,N/A,general,none,general,0.0
YouTube,s9NKVnqVRHY,https://www.youtube.com/watch?v=s9NKVnqVRHY,Обхитрил систему #история #shorts,,2025-06-13T09:01:18Z,4855571,52680,78,1.09,1.08,0.0,20,N/A,general,none,general,0.0
YouTube,RGqR4615BPc,https://www.youtube.com/watch?v=RGqR4615BPc,Best Gift for Boys 🎁😎 #shorts #podcast,,2025-07-08T15:27:34Z,3961262,138252,1725,3.53,3.49,0.04,60,N/A,general,none,general,1.0
YouTube,kqhFzls-YEw,https://www.youtube.com/watch?v=kqhFzls-YEw,Benim Yerim Senin Yanın! | Sahipsizler 26. Bölüm 2. Fragmanı #shorts,,2025-06-02T20:51:35Z,3796584,72635,1398,1.95,1.91,0.04,55,N/A,general,none,general,0.0
YouTube,7WHkHKsDHX0,https://www.youtube.com/watch?v=7WHkHKsDHX0,라이프가드 알바 공감 #shorts,"엄청나게 탄다

-
Instagram📷 https://www.instagram.com/beauty_fo.ol/
TikTok🎵 tiktok.com/@beauty.fo_ol",2025-07-09T08:00:15Z,4269652,87590,669,2.07,2.05,0.02,60,N/A,general,none,general,0.0
YouTube,snVNuH__LQI,https://www.youtube.com/watch?v=snVNuH__LQI,QUANTOS  BRAINROTS BRASILEIROS VOCÊ CONHECE? (#SHORTS ) - Madu facco,,2025-06-13T15:04:23Z,3653479,89511,61,2.45,2.45,0.0,33,N/A,general,none,general,0.0
YouTube,7sF6Hr6KQ7s,https://www.youtube.com/watch?v=7sF6Hr6KQ7s,ரிதன்யாவின் மாமியார் கைது | Rithanya #shorts #tirupur,"#puthiyathalaimuraitv  
ரிதன்யாவின் மாமியார் கைது | Rithanya #shorts #tirupur 

Follow Puthiya Thalaimurai WhatsApp Channel 
Link👉 https://whatsapp.com/channel/0029Va8fbRm77qVSYqtBAl0D
செய்திகளை உடனுக்குடன் அறிய இணையுங்கள் !

_____________________________________________





 #Todaynews #Latestnews #Breaking #Topnews #Puthiyathalaimurainews
Puthiyathalaimurai TV | Puthiyathalaimurai News | Puthiyathalaimurai News Live | Puthiyathalaimurai Live | Tamil News | News Live | Live News | News Live Tamil | News Today | Today News Tamil | Today News Tamil Live | Today News | Live Update | Latest News | TN Govt | CM MK Stalin | Puthiyathalaimurai Breaking | Breaking News

Puthiya thalaimurai Live news Streaming for Latest News , all the current affairs of Tamil Nadu and India politics News in Tamil, Tn assembly session, parliament session, National News Live, Headline News Live, Breaking News Live, Kollywood Cinema News, Tamil news Live, Sports News in Tamil, Business News in Tamil & tamil viral videos and much more news in Tamil. Tamil news, Movie News in tamil , Sports News in Tamil, Business News in Tamil & News in Tamil, Tamil videos, art culture and much more only on Puthiya Thalaimurai TV 

Connect with Puthiya Thalaimurai TV Online:

SUBSCRIBE to get the latest Tamil news updates: http://bit.ly/2vkVhg3

Nerpada Pesu: http://bit.ly/2vk69ef
Visit Puthiya Thalaimurai TV WEBSITE: http://puthiyathalaimurai.com/
Like Puthiya Thalaimurai TV on FACEBOOK: https://www.facebook.com/PutiyaTalaimuraimagazine
Follow Puthiya Thalaimurai TV TWITTER: https://twitter.com/PTTVOnlineNews

Puthiyathalaimurai Itunes: http://apple.co/1DzjItC
Puthiyathalaimurai Android: http://bit.ly/1IlORPC

About Puthiya Thalaimurai TV
Puthiya Thalaimurai TV (Tamil: புதிய தலைமுறை டிவி) is a 24x7 live news channel in Tamil launched on August 24, 2011. Due to its independent editorial stance it became extremely popular in India and abroad within days of its launch and continues to remain so till date.The channel looks at issues through the eyes of the common man and serves as a platform that airs people's views.The editorial policy is built on strong ethics and fair reporting methods that does not favor or oppose any individual, ideology, group, government, organization or sponsor.The channel’s primary aim is taking unbiased and accurate information to the socially conscious common man.
 
Besides giving live and current information the channel broadcasts news on sports,  business and international affairs. It also offers a wide array of weekend programmes.
 
The channel is promoted by Chennai based New Gen Media Corporation. The company also publishes popular Tamil magazines - Puthiya Thalaimurai and Kalvi.",2025-07-04T07:44:03Z,3867757,21561,192,0.56,0.56,0.0,28,N/A,general,none,general,0.0
YouTube,vFlVRRQao6s,https://www.youtube.com/watch?v=vFlVRRQao6s,BAHAYA!! 5 ORANG INI WAJIB DISINGKIRKAN PRABOWO #shorts #prabowo #kabinetmerahputih,"“Kalau Prabowo serius ingin bersih-bersih, 5 orang ini harus jadi prioritas untuk dipecat. Kenapa? Karena mereka adalah sumber masalah sesungguhnya!”

#shorts #prabowosubianto #gibranrakabumingraka #luhutbinsarpandjaitan #erickthohir #bahlillahadalia #hasannasbi #politikindonesia #beritaviral #beritahariini #kabinetprabowo #isupanas #trendingshorts #breakingnews #shortsfeed #viralvideo #fyp #fypシ゚viral",2025-05-12T08:01:05Z,3333893,66897,21420,2.65,2.01,0.64,48,N/A,general,none,general,0.0
YouTube,RHejru0GkCI,https://www.youtube.com/watch?v=RHejru0GkCI,detik detik menegangkan sapi qurban lepas.! #shorts,,2025-06-06T02:03:34Z,5324886,0,52,0.0,0.0,0.0,9,N/A,general,none,general,0.0
